個人資料;我;wǒ;N
個人資料;你/妳;nǐ;N
個人資料;他/她;tā;N
個人資料;我們;wǒmen;N
個人資料;你們/妳們;nǐmen;N
個人資料;他們/她們;tāmen;N
個人資料;您;nín;N
個人資料;誰;shéi;N
個人資料;人;rén;N
個人資料;中國;zhōngguó;N
個人資料;美國;měiguó;N
個人資料;日本;rìběn;N
個人資料;台灣;táiwān;N
個人資料;名字(ㄗ˙);míngzi;N
個人資料;家;jiā;N
個人資料;電話;diànhuà;N
個人資料;現在;xiànzài;N
個人資料;今年;jīnnián;N
個人資料;今天;jīntiān;N
個人資料;明天;míngtiān;N
個人資料;昨天;zuótiān;N
個人資料;早上;zǎoshàng;N
個人資料;上午;shàngwǔ;N
個人資料;中午;zhōngwǔ;N
個人資料;下午;xiàwǔ;N
個人資料;晚上;wǎnshàng;N
個人資料;一;yī;N
個人資料;二;èr;N
個人資料;三;sān;N
個人資料;四;sì;N
個人資料;五;wǔ;N
個人資料;六;liù;N
個人資料;七;qī;N
個人資料;八;bā;N
個人資料;九;jiǔ;N
個人資料;十;shí;N
個人資料;零;líng;N
個人資料;兩;liǎng;N
個人資料;時候;shíhòu;N
個人資料;百;bǎi;N
個人資料;半;bàn;N
個人資料;爸爸;bàba;N
個人資料;媽媽;māma;N
個人資料;哥哥;gēge;N
個人資料;弟弟;dìdi;N
個人資料;姊姊/姐姐;jiějie;N
個人資料;妹妹;mèimei;N
個人資料;的;de;Ptc
個人資料;第;dì;Det
個人資料;分;fēn;M
個人資料;點;diǎn;M
個人資料;個;ge;M
個人資料;歲;suì;M
個人資料;年;nián;M
個人資料;住;zhù;V
個人資料;來;lái;V
個人資料;是;shì;Vst
個人資料;姓;xìng;Vst
個人資料;覺得;juéde;Vst
個人資料;喜歡;xǐhuān;Vst
個人資料;打電話;dǎdiànhuà;Vi
個人資料;高興;gāoxìng;Vs
個人資料;漂亮;piàoliàng;Vs
個人資料;高;gāo;Vs
個人資料;好;hǎo;Adv
個人資料;很;hěn;Adv
個人資料;真;zhēn;Adv
工作;電腦;diànnǎo;N
工作;老師;lǎoshī;N
工作;買;mǎi;V
工作;忙;máng;Vs
教育;學生;xuéshēng;N
教育;大學;dàxué;N
教育;學校;xuéxiào;N
教育;字;zì;N
教育;筆;bǐ;N
教育;學;xué;V
教育;問;wèn;V
教育;說;shuō;V
教育;寫;xiě;V
教育;聽;tīng;V
教育;練習;liànxí;V
教育;能;néng;Vaux
教育;可以;kěyǐ;Vaux
教育;上課;shàngkè;V-sep
教育;知道;zhīdào;Vst
房屋與家庭、環境;電視(機);diànshì(jī);N
房屋與家庭、環境;水;shuǐ;N
閒暇時間、娛樂;再;zài;Adv
閒暇時間、娛樂;書;shū;N
閒暇時間、娛樂;電影;diànyǐng;N
閒暇時間、娛樂;以前;yǐqián;N
閒暇時間、娛樂;以後;yǐhòu;N
閒暇時間、娛樂;走;zǒu;V
閒暇時間、娛樂;等;děng;V
閒暇時間、娛樂;看;kàn;V
與他人的關係;什麼;shénme;N
與他人的關係;朋友;péngyǒu;N
與他人的關係;東西;dōngxi;N
與他人的關係;吧;ba;Ptc
與他人的關係;呢;ne;Ptc
與他人的關係;嗎;ma;Ptc
與他人的關係;找;zhǎo;V
與他人的關係;做;zuò;V
與他人的關係;再見;zàijiàn;Vi
與他人的關係;怎麼樣;zěnmeyàng;Vs
與他人的關係;叫;jiào;Vst
與他人的關係;謝謝;xièxie;Vst
與他人的關係;對不起;duìbuqǐ;
與他人的關係;請問;qǐngwèn;
旅行;這;zhè;Det
旅行;那;nà;Det
旅行;公共汽車/公車;gōnggòngqìchē/gōngchē;N
旅行;車(子);chē(zi);N
旅行;到;dào;V
旅行;去;qù;V
旅行;回;huí;V
旅行;坐;zuò;Vi
旅行;開車;kāichē;V-sep
購物;錢;qián;N
購物;多少;duōshǎo;N
購物;給;gěi;V/Prep
購物;貴;guì;Vs
購物;便宜;piányí;Vs
購物;大;dà;Vs
購物;小;xiǎo;Vs
購物;難;nán;Vs
購物;容易;róngyì;Vs
購物;有;yǒu;Vst
購物;想;xiǎng;Vst
飲食;幾;jǐ;Det
飲食;塊;kuài;M
飲食;飯;fàn;N
飲食;吃;chī;V
飲食;請;qǐng;V
其他;也;yě;Adv
其他;不;bù;Adv
其他;沒;méi;Adv
其他;都;dōu;Adv
其他;只;zhǐ;Adv
其他;可是;kěshì;Conj
其他;還是;háishì;Conj
其他;了;le;Ptc
其他;得;de;Ptc
其他;過;guò;Ptc
