詞彙;漢語拼音;詞類;編號
算是;suànshì  ;Vst;4243
算帳;suànzhàng  ;V-sep;4244
隨;suí ;Vst;4245
隨手;suíshŏu;Adv;4246
隨意;suíyì  ;Vs;4247
隨著;suízhe ;Prep;4248
碎;suì ;Vp;4249
歲數;suìshù  ;N;4250
孫女;sūnnǚ ;N;4251
孫子;sūnzi ;N;4252
損失;sŭnshī ;N;4253
損失;sŭnshī ;Vpt;4254
縮;suō ;V;4255
縮短;suōduăn ;V;4256
縮水;suōshuĭ;Vp;4257
鎖;suŏ ;N;4258
鎖;suŏ ;V;4259
塌;tā ;Vp;4260
踏;tà ;V;4261
抬頭;táitóu ;V-sep;4262
太空;tàikōng ;N;4263
攤子;tānzi ;N;4264
彈;tán ;V;4265
談判;tánpàn ;Vi;4266
毯子;tănzi ;N;4267
探;tàn ;V;4268
探親;tànqīn ;V-sep;4269
探討;tàntăo ;V;4270
趟;tàng ;M;4271
燙;tàng ;V;4272
燙;tàng ;Vs;4273
掏;tāo ;V;4274
逃;táo ;Vi;4275
逃避;táobì ;V;4276
逃走;táozŏu ;Vp;4277
陶瓷;táocí ;N;4278
淘氣;táoqì ;Vs;4279
桃子;táozi ;N;4280
討;tăo ;V;4281
套;tào;M;4282
套;tào ;V;4283
特別;tèbié ;Adv;4284
特點;tèdiăn ;N;4285
提;tí ;V;4286
提起;tíqĭ;V;4287
提前;tíqián ;Vp;4288
提醒;tíxĭng ;V;4289
提早;tízăo ;Vp;4290
題;tí ;M;4291
體溫;tĭwēn ;N;4292
體驗;tǐyàn ;V;4293
天才;tiāncái ;N;4294
天空;tiānkōng ;N;4295
天然;tiānrán ;Vs;4296
天文;tiānwén ;N;4297
天真;tiānzhēn ;Vs;4298
天主教;Tiānzhŭjiào;N;4299
田野;tiányě ;N;4300
挑;tiāo ;V;4301
挑選;tiāoxuăn ;V;4302
條;tiáo ;M;4303
條約;tiáoyuē ;N;4304
調;tiáo ;V;4305
調整;tiáozhěng ;V;4306
跳高;tiàogāo ;Vi;4307
跳遠;tiàoyuăn ;Vi;4308
貼心;tiēxīn ;Vs;4309
停止;tíngzhĭ ;Vpt;4310
挺;tĭng ;V;4311
挺;tĭng ;Vs;4312
通;tōng;M;4313
通;tōng ;Vs;4314
通常;tōngcháng  ;Adv;4315
通過;tōngguò ;V;4316
通信;tōngxìn  ;V-sep;4317
通訊;tōngxùn  ;N;4318
同;tóng ;Adv;4319
同;tóng ;Vs;4320
同胞;tóngbāo  ;N;4321
同志;tóngzhì  ;N;4322
銅;tóng ;N;4323
桶;tǒng ;M;4324
統計;tǒngjì ;V;4325
統一;tǒngyī ;Vs;4326
統治;tǒngzhì ;V;4327
痛快;tòngkuài ;Vs;4328
偷/偷偷;tōu/tōutōu;Adv;4329
頭;tóu;M;4330
頭腦;tóunăo ;N;4331
投票;tóupiào ;V-sep;4332
投入;tóurù  ;V;4333
投降;tóuxiáng  ;Vi;4334
投資;tóuzī  ;N;4335
透;tòu ;Vs;4336
透過;tòuguò ;Prep;4337
禿;tū ;Vs;4338
突出;túchū ;Vs;4339
突破;túpò  ;N;4340
突破;túpò  ;V;4341
途徑;tújìng ;N;4342
圖書;túshū  ;N;4343
圖章;túzhāng  ;N;4344
吐;tŭ ;V;4345
團;tuán ;M;4346
團結;tuánjié ;Vs;4347
推動;tuīdòng ;V;4348
推翻;tuīfān ;V;4349
推廣;tuīguăng ;V;4350
退;tuì ;Vpt;4351
退出;tuìchū ;Vpt;4352
退回;tuìhuí ;Vpt;4353
吞;tūn ;V;4354
拖;tuō ;V;4355
拖鞋;tuōxié ;N;4356
托兒所;tuōérsuŏ ;N;4357
脫離;tuōlí ;V;4358
妥當(ㄉㄤ˙);tuǒdang;Vs;4359
妥善;tuŏshàn ;Vs;4360
妥協;tuŏxié ;Vi;4361
哇;wā ;Ptc;4362
挖;wā ;V;4363
歪;wāi ;Vs;4364
外部;wàibù ;N;4365
外出;wàichū ;Vi;4366
外地;wàidì ;N;4367
外觀;wàiguān ;N;4368
外行;wàiháng ;Vs;4369
外匯;wàihuì ;N;4370
外交;wàijiāo ;N;4371
外界;wàijiè ;N;4372
外科;wàikē ;N;4373
外頭;wàitou ;N;4374
彎;wān ;Vs;4375
彎腰;wānyāo ;V-sep;4376
完畢;wánbì ;Vp;4377
完善;wánshàn ;Vs;4378
完整;wánzhěng ;Vs;4379
玩笑;wánxiào ;N;4380
晚輩;wănbèi ;N;4381
往;wăng ;V;4382
望;wàng ;V;4383
威脅;wēixié ;N;4384
威脅;wēixié ;V;4385
圍;wéi ;V;4386
違反;wéifăn ;Vst;4387
維護;wéihù ;V;4388
維他命;wéitāmìng ;N;4389
危機;wéijī ;N;4390
為難;wéinán ;Vs;4391
唯一;wéiyī ;Vs-attr;4392
尾巴;wěiba ;N;4393
委屈;wěiqū ;Vs;4394
委託;wěituō ;V;4395
委員;wěiyuán ;N;4396
未;wèi ;Adv;4397
未婚;wèihūn ;Vs;4398
位於;wèiyú ;Vst;4399
味/味兒;wèi/wèir;N;4400
味精;wèijīng ;N;4401
為何;wèihé ;Adv;4402
衛生;wèishēng ;Vs;4403
衛生紙;wèishēngzhĭ ;N;4404
衛星;wèixīng ;N;4405
慰問;wèiwèn ;V;4406
溫和;wēnhé ;Vs;4407
文法;wénfă ;N;4408
文具;wénjù ;N;4409
文憑;wénpíng ;N;4410
文物;wénwù ;N;4411
文藝;wényì ;N;4412
蚊子;wénzi ;N;4413
吻;wěn ;N;4414
吻;wěn ;V;4415
穩;wěn ;Vs;4416
握;wò ;V;4417
臥房;wòfáng ;N;4418
汙染/污染;wūrăn;V;4419
無可奈何;wúkěnàihé ;Vs;4420
無論;wúlùn ;Conj;4421
無情;wúqíng ;Vs;4422
無數;wúshù ;Det;4423
無限;wúxiàn ;Vs;4424
無意;wúyì ;Vs;4425
武器;wŭqì ;N;4426
武術;wŭshù ;N;4427
舞;wŭ ;N;4428
舞蹈;wŭdào ;N;4429
舞台/舞臺;wŭtái ;N;4430
舞廳;wŭtīng ;N;4431
勿;wù ;Adv;4432
物理;wùlǐ ;N;4433
物質;wùzhí ;N;4434
誤;wù ;Adv;4435
誤;wù ;Vst;4436
誤點;wùdiăn ;Vp;4437
誤會;wùhuì ;Vst;4438
霧;wù ;N;4439
西裝;xīzhuāng ;N;4440
吸;xī ;V;4441
吸取;xīqŭ ;V;4442
吸食;xīshí ;V;4443
吸煙;xīyān ;V-sep;4444
媳婦;xífù ;N;4445
喜酒;xĭjiŭ ;N;4446
喜劇;xǐjù ;N;4447
系列;xìliè  ;N;4448
細胞;xìbāo  ;N;4449
細節;xìjié  ;N;4450
細菌;xìjùn  ;N;4451
細小;xìxiăo  ;Vs;4452
瞎;xiā ;Vp;4453
蝦(子);xiā(zi);N;4454
蝦米;xiāmĭ ;N;4455
下巴;xiàbā  ;N;4456
下降;xiàjiàng  ;Vp;4457
下來;xiàlái  ;N;4458
下棋;xiàqí  ;V-sep;4459
下去;xiàqù  ;Ptc;4460
下午茶;xiàwŭchá  ;N;4461
下游;xiàyóu  ;N;4462
夏季;xiàjì  ;N;4463
先進;xiānjìn ;Vs;4464
鮮;xiān ;Vs;4465
鮮花;xiānhuā ;N;4466
鮮奶;xiānnăi ;N;4467
鮮血;xiānxiě ;N;4468
閒;xián ;Vs;4469
嫌;xián ;Vst;4470
顯得;xiănde ;Vs;4471
顯然;xiănrán ;Adv;4472
顯示;xiănshì ;V;4473
顯著;xiănzhù ;Vs;4474
現;xiàn ;Adv;4475
現場;xiànchăng ;N;4476
現成;xiànchéng ;Vs-attr;4477
現金;xiànjīn ;N;4478
羨慕;xiànmù ;Vs;4479
限制;xiànzhì ;V;4480
相;xiāng ;Adv;4481
相處;xiāngchŭ ;Vi;4482
相當;xiāngdāng ;Vs;4483
相互;xiānghù ;Adv;4484
相親相愛;xiāngqīnxiāngài ;Vs;4485
相似;xiāngsì ;Vs;4486
箱;xiāng ;M;4487
香腸;xiāngcháng ;N;4488
鄉村;xiāngcūn ;N;4489
想不到;xiăngbúdào ;;4490
想念;xiăngniàn ;Vst;4491
享受;xiăngshòu ;Vst;4492
享有;xiăngyŏu ;Vst;4493
響應;xiăngyìng ;V;4494
象;xiàng ;N;4495
相片/相片兒;xiàngpiàn/xiàngpiànr;N;4496
相親;xiàngqīn ;V-sep;4497
巷(子);xiàng(zi);N;4498
向來;xiànglái ;Adv;4499
項目;xiàngmù ;N;4500
消;xiāo ;Vp;4501
消除;xiāochú ;V;4502
消費;xiāofèi ;N;4503
消費;xiāofèi ;V;4504
消化;xiāohuà ;V;4505
消極;xiāojí ;Vs;4506
消滅;xiāomiè ;Vpt;4507
消失;xiāoshī ;Vp;4508
消夜/宵夜;xiāoyè ;N;4509
銷路;xiāolù ;N;4510
銷售;xiāoshòu ;V;4511
小便;xiăobiàn ;Vi;4512
小費;xiăofèi ;N;4513
小麥;xiăomài ;N;4514
小氣;xiăoqì ;Vs;4515
小腿;xiăotuǐ ;N;4516
小子;xiăozi ;N;4517
曉得;xiăode ;Vst;4518
校車;xiàochē ;N;4519
校友;xiàoyŏu ;N;4520
效率;xiàolǜ ;N;4521
笑容;xiàoróng ;N;4522
歇;xiē ;Vi;4523
斜;xié ;Vs;4524
血管;xiěguăn ;N;4525
血型;xiěxíng ;N;4526
血液;xiěyè ;N;4527
心靈;xīnlíng ;N;4528
心目中;xīnmùzhōng ;N;4529
心聲;xīnshēng ;N;4530
心跳;xīntiào ;N;4531
心臟;xīnzàng ;N;4532
新郎;xīnláng ;N;4533
新娘;xīnniáng ;N;4534
新式;xīnshì ;Vs-attr;4535
新興;xīnxīng ;Vs-attr;4536
薪水;xīnshuĭ ;N;4537
信號;xìnhào ;N;4538
信任;xìnrèn ;Vst;4539
信仰;xìnyăng ;N;4540
信仰;xìnyăng ;Vst;4541
信用;xìnyòng ;N;4542
星光;xīngguāng ;N;4543
行程;xíngchéng ;N;4544
行動;xíngdòng ;Vi;4545
行人;xíngrén ;N;4546
形成;xíngchéng ;Vpt;4547
形式;xíngshì ;N;4548
形象;xíngxiàng ;N;4549
形狀;xíngzhuàng ;N;4550
性質;xìngzhí ;N;4551
雄偉;xióngwěi ;Vs;4552
休假;xiūjià ;V-sep;4553
休閒;xiūxián  ;Vi;4554
修正;xiūzhèng  ;V;4555
需;xū ;Vst;4556
須知;xūzhī  ;N;4557
許;xŭ ;V;4558
許願;xŭyuàn  ;V-sep;4559
宣布/宣佈;xuānbù;V;4560
宣傳;xuānchuán ;N;4561
宣傳;xuānchuán ;V;4562
懸;xuán ;V;4563
選手;xuănshŏu ;N;4564
靴(子);xuē(zi);N;4565
學會;xuéhuì ;N;4566
學歷;xuélì ;N;4567
學術;xuéshù ;N;4568
學位;xuéwèi ;N;4569
學業;xuéyè ;N;4570
學者;xuézhě ;N;4571
雪花;xuěhuā ;N;4572
削減;xuèjiăn ;V;4573
尋;xún ;V;4574
循環;xúnhuán ;Vi;4575
迅速;xùnsù ;Vs;4576
壓;yā ;V;4577
壓力;yālì ;N;4578
壓迫;yāpò ;V;4579
牙膏;yágāo ;N;4580
煙/菸;yān;N;4581
沿;yán ;Prep;4582
嚴;yán ;Vs;4583
嚴格;yángé ;Vs;4584
嚴肅;yánsù ;Vs;4585
鹽巴;yánbā ;N;4586
延長;yáncháng ;V;4587
癌症;yánzhèng ;N;4588
演唱;yănchàng ;V;4589
演奏;yănzòu ;V;4590
掩蓋;yăngài ;V;4591
宴會;yànhuì ;N;4592
厭惡;yànwù ;Vs;4593
癢;yăng ;Vs;4594
氧氣;yăngqì ;N;4595
樣品;yàngpĭn ;N;4596
喲;yāo ;Ptc;4597
腰;yāo ;N;4598
搖;yáo ;V;4599
搖擺;yáobăi ;V;4600
搖頭;yáotóu ;V-sep;4601
要不;yàobù ;Conj;4602
要好;yàohăo ;Vs;4603
要命;yàomìng ;Vs;4604
藥方;yàofāng ;N;4605
藥水;yàoshuĭ ;N;4606
藥物;yàowù ;N;4607
野;yě ;Vs;4608
野獸;yěshòu ;N;4609
野心;yěxīn ;N;4610
夜景;yèjǐng ;N;4611
夜晚;yèwăn ;N;4612
業務;yèwù ;N;4613
業餘;yèyú ;Vs-attr;4614
葉子;yèzi ;N;4615
一一;yīyī ;Adv;4616
衣裳;yīshang ;N;4617
依據;yījù ;N;4618
依然;yīrán ;Adv;4619
醫;yī ;V;4620
醫師;yīshī ;N;4621
醫學;yīxué ;N;4622
一帶;yídài ;N;4623
一旦;yídàn ;Conj;4624
一大早;yídàzăo ;N;4625
一面;yímiàn ;Adv;4626
一再;yízài ;Adv;4627
一致;yízhì ;Vs;4628
移;yí ;V;4629
移動;yídòng ;V;4630
移民;yímín ;Vp;4631
疑問;yíwèn ;N;4632
儀器;yíqì ;N;4633
儀式;yíshì ;N;4634
乙;yĭ;N;4635
已婚;yĭhūn;Vs;4636
以;yĭ;Conj;4637
以便;yĭbiàn ;Conj;4638
以及;yĭjí ;Conj;4639
以往;yĭwăng ;N;4640
一般而言;yìbānéryán ;Conj;4641
一口氣;yìkŏuqì ;Adv;4642
一旁;yìpáng ;N;4643
一齊;yìqí ;Adv;4644
一天到晚;yìtiāndàowăn ;Adv;4645
易;yì ;Vs;4646
意識;yìshì ;N;4647
意外;yìwài ;Vs;4648
意願;yìyuàn;N;4649
意志;yìzhì ;N;4650
億;yì ;N;4651
義務;yìwù ;N;4652
議會;yìhuì ;N;4653
因而;yīnér ;Conj;4654
因素;yīnsù ;N;4655
銀;yín ;N;4656
引發;yĭnfā ;V;4657
飲;yĭn ;V;4658
飲食;yĭnshí ;N;4659
印;yìn ;V;4660
印刷;yìnshuā ;Vi;4661
印象;yìnxiàng ;N;4662
印章;yìnzhāng ;N;4663
應當;yīngdāng ;Adv;4664
嬰兒;yīngér ;N;4665
英雄;yīngxióng ;N;4666
贏得;yíngdé ;Vpt;4667
迎接;yíngjiē ;V;4668
營養;yíngyăng ;Vs;4669
營業;yíngyè ;Vi;4670
影本;yĭngběn ;N;4671
影印;yĭngyìn ;V;4672
影子;yĭngzi ;N;4673
硬;yìng ;Vs;4674
應付;yìngfù ;V;4675
應邀;yìngyāo ;Vi;4676
應用;yìngyòng ;V;4677
擁抱;yŏngbào ;V;4678
擁護;yŏnghù ;V;4679
擁擠;yŏngjĭ ;Vs;4680
勇氣;yŏngqì ;N;4681
用不著;yòngbùzháo;Adv;4682
用處;yòngchù ;N;4683
用得著;yòngdezháo;Vs;4684
用具;yòngjù ;N;4685
用力;yònglì ;Vs-sep;4686
用心;yòngxīn ;Vs-sep;4687
憂鬱;yōuyù ;Vs;4688
優惠;yōuhuì ;Vs;4689
優良;yōuliáng ;Vs;4690
優美;yōuměi ;Vs;4691
優越;yōuyuè ;Vs;4692
由;yóu ;Prep;4693
油;yóu ;Vs;4694
油膩;yóunì ;Vs;4695
游;yóu ;Vi;4696
郵差;yóuchāi ;N;4697
郵件;yóujiàn ;N;4698
遊戲;yóuxì ;N;4699
遊戲;yóuxì ;Vi;4700
遊行;yóuxíng ;Vi;4701
猶豫;yóuyù ;Vs;4702
友好;yŏuhăo ;Vs;4703
有關;yŏuguān ;Prep;4704
有關;yŏuguān ;Vs;4705
有力;yŏulì ;Vs;4706
有利;yŏulì ;Vs;4707
有些;yŏuxiē ;Adv;4708
有些;yŏuxiē ;Det;4709
娛樂;yúlè ;N;4710
語調;yŭdiào ;N;4711
語氣;yŭqì ;N;4712
語音;yŭyīn ;N;4713
與其;yŭqí ;Conj;4714
遇;yù ;Vst;4715
遇見;yùjiàn ;Vpt;4716
預報;yùbào ;N;4717
預定;yùdìng ;V;4718
預訂;yùdìng ;V;4719
預計;yùjì ;Vaux;4720
預算;yùsuàn ;N;4721
預先;yùxiān ;Adv;4722
冤枉;yuānwăng ;Vs;4723
元旦;yuándàn ;N;4724
原來;yuánlái ;Vs-attr;4725
原理;yuánlĭ ;N;4726
原料;yuánliào ;N;4727
原始;yuánshĭ ;Vs;4728
原先;yuánxiān ;Adv;4729
原則;yuánzé ;N;4730
原則上;yuánzéshàng ;Adv;4731
原子筆;yuánzĭbĭ ;N;4732
圓滿;yuánmăn ;Vs;4733
圓形;yuánxíng ;N;4734
緣故;yuángù ;N;4735
遠大;yuăndà ;Vs;4736
願;yuàn ;Vst;4737
月份;yuèfèn ;N;4738
月光;yuèguāng ;N;4739
月球;yuèqiú ;N;4740
暈;yūn ;Vs;4741
允許;yŭnxŭ ;V;4742
運輸;yùnshū ;V;4743
運送;yùnsòng ;V;4744
運用;yùnyòng ;V;4745
運轉;yùnzhuăn ;Vi;4746
砸;zá ;V;4747
雜;zá ;Vs;4748
災害;zāihài ;N;4749
災難;zāinàn ;N;4750
在;zài;Vst;4751
在乎;zàihū ;Vst;4752
再度;zàidù ;Adv;4753
再說;zàishuō ;Conj;4754
載;zài ;V;4755
咱們;zánmen ;N;4756
贊成;zànchéng ;Vst;4757
贊同;zàntóng ;Vst;4758
讚美;zànměi ;V;4759
葬禮;zànglĭ;N;4760
糟;zāo ;Vs;4761
糟糕;zāogāo ;Vs;4762
遭到;zāodào ;Vpt;4763
遭受;zāoshòu ;Vst;4764
遭遇;zāoyù ;N;4765
早晨;zăochén ;N;4766
早點;zăodiăn ;Adv;4767
早點;zăodiăn ;N;4768
早晚;zǎowǎn ;Adv;4769
早已;zăoyĭ ;Adv;4770
造;zào ;V;4771
造句;zàojù ;V-sep;4772
則;zé ;Adv;4773
則;zé ;M;4774
怎;zěn ;Adv;4775
增長;zēngzhăng ;Vst;4776
贈品;zèngpĭn ;N;4777
贈送;zèngsòng ;V;4778
窄;zhăi ;Vs;4779
展出;zhănchū ;V;4780
展開;zhănkāi ;V;4781
展覽;zhănlăn ;N;4782
展覽;zhănlăn ;V;4783
展示;zhănshì ;V;4784
占/佔;zhàn ;V;4785
占/佔;zhàn ;Vst;4786
占有/佔有;zhànyŏu ;Vst;4787
站住;zhànzhù ;Vi;4788
戰場;zhànchăng ;N;4789
張;zhāng ;V;4790
章;zhāng ;M;4791
長;zhǎng ;Vst;4792
長輩;zhǎngbèi;N;4793
漲;zhăng ;Vp;4794
漲價;zhăngjià ;Vp-sep;4795
掌聲;zhăngshēng ;N;4796
帳單;zhàngdān ;N;4797
丈夫;zhàngfū ;N;4798
招呼;zhāohū ;V;4799
招手;zhāoshŏu ;V-sep;4800
照;zhào ;Adv;4801
照常;zhàocháng ;Vs;4802
召開;zhàokāi ;V;4803
折;zhé ;V;4804
折合;zhéhé ;Vst;4805
折扣;zhékòu ;N;4806
折磨;zhémó ;V;4807
者;zhě ;N;4808
針;zhēn ;N;4809
針對;zhēnduì ;Prep;4810
偵探;zhēntàn ;N;4811
珍惜;zhēnxí ;Vs;4812
珍珠;zhēnzhū ;N;4813
真心;zhēnxīn ;N;4814
枕頭;zhěntou ;N;4815
陣;zhèn ;M;4816
陣子;zhènzi ;N;4817
震動;zhèndòng ;Vi;4818
爭;zhēng ;V;4819
爭論;zhēnglùn ;V;4820
爭取;zhēngqŭ ;V;4821
睜;zhēng ;V;4822
徵求;zhēngqiú ;V;4823
正月;zhēngyuè ;N;4824
整;zhěng ;N;4825
整;zhěng ;Vs;4826
整潔;zhěngjié ;Vs;4827
整數;zhěngshù ;N;4828
正;zhèng ;Vs;4829
正方形;zhèngfāngxíng ;N;4830
正規;zhèngguī ;Vs-attr;4831
正好;zhènghăo ;Adv;4832
正好;zhènghăo ;Vs;4833
正經;zhèngjīng ;Vs;4834
正面;zhèngmiàn ;N;4835
政策;zhèngcè ;N;4836
政黨;zhèngdăng ;N;4837
政府;zhèngfŭ ;N;4838
證件;zhèngjiàn ;N;4839
證據;zhèngjù ;N;4840
證明;zhèngmíng ;N;4841
證實;zhèngshí ;Vpt;4842
症狀;zhèngzhuàng ;N;4843
之;zhī ;N;4844
之;zhī ;Ptc;4845
之後;zhīhòu ;N;4846
之間;zhījiān ;N;4847
之類;zhīlèi ;N;4848
之前;zhīqián ;N;4849
支;zhī;M;4850
支持;zhīchí ;V;4851
支出;zhīchū ;Vpt;4852
支票;zhīpiào ;N;4853
支援;zhīyuán ;V;4854
直;zhí ;Adv;4855
直接;zhíjiē ;Vs;4856
直線;zhíxiàn ;Adv;4857
值;zhí ;Vst;4858
擲;zhí ;V;4859
職位;zhíwèi ;N;4860
執行;zhíxíng ;V;4861
止;zhǐ ;Vs;4862
只;zhĭ;M;4863
只是;zhĭshì ;Adv;4864
指;zhĭ ;V;4865
指出;zhĭchū ;Vpt;4866
指導;zhĭdăo ;V;4867
指定;zhĭdìng ;V;4868
指示;zhĭshì ;N;4869
指示;zhĭshì ;V;4870
指責;zhǐzé ;V;4871
紙張;zhĭzhāng ;N;4872
治;zhì ;V;4873
至;zhì ;V;4874
制定;zhìdìng ;V;4875
制止;zhìzhĭ;V;4876
志氣;zhìqì ;N;4877
志願;zhìyuàn ;N;4878
秩序;zhìxù ;N;4879
製造;zhìzào ;V;4880
製作;zhìzuò ;V;4881
中;zhōng ;Vs-attr;4882
中級;zhōngjí ;N;4883
中年;zhōngnián ;N;4884
中途;zhōngtú ;N;4885
中央;zhōngyāng ;N;4886
中藥;zhōngyào ;N;4887
腫;zhŏng ;Vs;4888
種類;zhŏnglèi ;N;4889
種子;zhŏngzĭ ;N;4890
種族;zhŏngzú ;N;4891
中;zhòng ;Vp;4892
中毒;zhòngdú ;Vp-sep;4893
重;zhòng ;Vs;4894
重大;zhòngdà ;Vs;4895
重量;zhòngliàng ;N;4896
重傷;zhòngshāng ;N;4897
重傷;zhòngshāng ;Vs;4898
重心;zhòngxīn ;N;4899
州;zhōu ;N;4900
周/週;zhōu ;M;4901
周到;zhōudào ;Vs;4902
粥;zhōu ;N;4903
竹(子);zhú(zi);N;4904
逐漸;zhújiàn ;Adv;4905
主辦;zhŭbàn ;V;4906
主持;zhŭchí ;V;4907
主觀;zhŭguān ;Vs;4908
主角/角;zhŭjiăo/jué;N;4909
主席;zhŭxí ;N;4910
主張;zhŭzhāng ;N;4911
主張;zhŭzhāng ;V;4912
祝賀;zhùhè ;V;4913
住院;zhùyuàn ;V-sep;4914
住宅;zhùzhái ;N;4915
住址;zhùzhĭ;N;4916
注射;zhùshè ;V;4917
註冊;zhùcè ;V-sep;4918
專家;zhuānjiā ;N;4919
專利;zhuānlì ;N;4920
專門;zhuānmén ;Vs;4921
專人;zhuānrén ;N;4922
專業;zhuānyè ;N;4923
轉;zhuăn ;V;4924
轉變;zhuănbiàn ;Vpt;4925
轉播;zhuănbò ;V;4926
轉達;zhuăndá ;V;4927
轉告;zhuăngào ;V;4928
轉機;zhuănjī ;Vi;4929
轉身;zhuănshēn ;Vi;4930
轉向;zhuănxiàng ;V;4931
轉;zhuàn ;Vp;4932
賺;zhuàn ;V;4933
裝飾;zhuāngshì ;V;4934
壯;zhuàng ;Vs;4935
撞;zhuàng ;V;4936
狀況;zhuàngkuàng ;N;4937
追;zhuī ;V;4938
准;zhŭn ;V;4939
准考證/准考証;zhŭnkăozhèng ;N;4940
準;zhŭn ;Vs;4941
準確;zhŭnquè ;Vs;4942
捉;zhuō ;V;4943
桌;zhuō ;M;4944
資本;zīběn ;N;4945
資格;zīgé ;N;4946
資金;zījīn ;N;4947
資訊;zīxùn ;N;4948
紫;zĭ ;Vs-attr;4949
子女;zĭnǚ ;N;4950
字幕;zìmù ;N;4951
字母;zìmŭ ;N;4952
自來水;zìláishuĭ;N;4953
自然;zìrán ;N;4954
自私;zìsī ;Vs;4955
自我;zìwǒ ;N;4956
自信;zìxìn ;Vs;4957
自願;zìyuàn ;Vs;4958
自主;zìzhŭ ;Vs;4959
總;zǒng ;Adv;4960
總共;zǒnggòng ;Adv;4961
總理;zǒnglĭ ;N;4962
綜合;zònghé ;V;4963
綜合;zònghé ;Vs-attr;4964
走道;zǒudào ;N;4965
走私;zǒusī ;V;4966
足;zú;Vs;4967
足以;zúyĭ ;Vaux;4968
組;zŭ ;V;4969
組織;zŭzhī ;N;4970
阻礙;zŭài ;V;4971
阻止;zŭzhĭ;V;4972
祖國;zŭguó ;N;4973
鑽;zuān ;V;4974
鑽石;zuànshí;N;4975
罪;zuì ;N;4976
最少;zuìshăo ;Adv;4977
遵守;zūnshŏu ;Vst;4978
尊重;zūnzhòng ;Vst;4979
左右;zuŏyòu ;N;4980
左右;zuŏyòu ;V;4981
作;zuò ;V;4982
作家;zuòjiā ;N;4983
作為;zuòwéi ;Vst;4984
作文;zuòwén ;N;4985
作文;zuòwén ;Vi;4986
作用;zuòyòng ;N;4987
做;zuò ;V;4988
做客;zuòkè ;Vi;4989
