詞彙;漢語拼音;詞類;編號
技術;jìshù  ;N;3368
計算;jìsuàn  ;V;3369
計較;jìjiào  ;Vs;3370
記性;jìxìng ;N;3371
記憶;jìyì ;Vi;3372
記載;jìzài ;V;3373
記住;jìzhù ;Vpt;3374
加班;jiābān ;V-sep;3375
加工;jiāgōng ;V-sep;3376
加上;jiāshàng ;Conj;3377
加速;jiāsù ;V;3378
加以;jiāyǐ ;Adv;3379
家事;jiāshì ;N;3380
夾;jiá ;V;3381
甲;jiă ;N/M;3382
嫁;jià ;V;3383
駕駛;jiàshĭ ;N;3384
駕駛;jiàshĭ ;V;3385
價值;jiàzhí ;Vst;3386
尖;jiān ;Vs;3387
尖銳;jiānruì ;Vs;3388
肩;jiān ;N;3389
兼;jiān ;V;3390
間;jiān ;N;3391
堅定;jiāndìng ;Vs;3392
堅決;jiānjué ;Vs;3393
監視;jiānshì ;V;3394
監獄;jiānyù ;N;3395
揀;jiăn ;V;3396
撿;jiăn ;V;3397
剪刀;jiăndāo ;N;3398
檢驗;jiănyàn ;V;3399
建;jiàn ;V;3400
建國;jiànguó ;Vi;3401
建築;jiànzhú ;N;3402
建築;jiànzhú ;V;3403
箭;jiàn ;N;3404
漸漸;jiànjiàn ;Adv;3405
間接;jiànjiē ;Vs-attr;3406
鍵盤;jiànpán ;N;3407
健全;jiànquán ;Vs;3408
江;jiāng ;N;3409
將;jiāng ;Adv;3410
將要;jiāngyào ;Adv;3411
獎金;jiăngjīn ;N;3412
獎品;jiăngpĭn ;N;3413
降;jiàng ;Vp;3414
降價;jiàngjià ;Vp-sep;3415
澆;jiāo ;V;3416
交代;jiāodài ;V;3417
交換;jiāohuàn ;V;3418
交際;jiāojì ;Vi;3419
交往;jiāowăng ;Vi;3420
交易;jiāoyì ;N;3421
交易;jiāoyì ;Vi;3422
郊外;jiāowài ;N;3423
角;jiăo ;N;3424
角落;jiăoluò ;N;3425
繳;jiăo ;V;3426
腳步;jiăobù ;N;3427
較;jiào ;Prep;3428
叫喊;jiàohăn ;V;3429
教會;jiàohuì ;N;3430
教授;jiàoshòu ;V;3431
教學;jiàoxué ;Vi;3432
教訓;jiàoxùn ;V;3433
接;jiē ;Vst;3434
接待;jiēdài ;V;3435
接到;jiēdào ;Vpt;3436
接見;jiējiàn ;V;3437
接近;jiējìn ;V;3438
接近;jiējìn ;Vs;3439
街道;jiēdào ;N;3440
街頭;jiētóu ;N;3441
階段;jiēduàn ;N;3442
節;jié ;M;3443
節省;jiéshěng ;Vst;3444
節約;jiéyuē ;Vst;3445
結;jié ;N;3446
結構;jiégòu ;N;3447
結果;jiéguŏ ;N;3448
結果;jiéguŏ ;Vp-sep;3449
結合;jiéhé ;Vpt;3450
結論;jiélùn ;N;3451
結算;jiésuàn ;Vi;3452
結帳;jiézhàng ;Vi;3453
截止;jiézhĭ ;Vp;3454
解;jiě ;V;3455
解除;jiěchú ;V;3456
解答;jiědá ;V;3457
屆;jiè ;M;3458
界線;jièxiàn ;N;3459
戒指;jièzhĭ ;N;3460
今後;jīnhòu  ;N;3461
金額;jīné ;N;3462
金融;jīnróng ;N;3463
金屬;jīnshŭ ;N;3464
儘管;jĭnguăn ;Adv;3465
儘量;jĭnliàng  ;Adv;3466
緊急;jĭnjí ;Vs;3467
僅僅;jĭnjĭn;Adv;3468
近;jìn;Vs;3469
近來;jìnlái  ;Adv;3470
近視;jìnshì  ;Vs;3471
盡力;jìnlì ;Vs;3472
進入;jìnrù  ;V;3473
進口;jìnkŏu  ;V;3474
禁止;jìnzhĭ  ;V;3475
浸;jìn ;V;3476
精彩;jīngcăi  ;Vs;3477
精力;jīnglì ;N;3478
精細;jīngxì ;Vs;3479
經濟;jīngjì  ;N;3480
經歷;jīnglì ;N;3481
經歷;jīnglì  ;Vst;3482
經營;jīngyíng ;V;3483
京劇;jīngjù ;N;3484
驚人;jīngrén  ;Vs;3485
警告;jǐnggào ;N;3486
警告;jǐnggào ;V;3487
景色;jĭngsè ;N;3488
靜;jìng ;Vs;3489
鏡(子);jìng(zi);N;3490
敬愛;jìngài ;Vst;3491
敬酒;jìngjiŭ ;V-sep;3492
敬禮;jìnglĭ;V-sep;3493
淨化;jìnghuà ;Vpt;3494
竟然;jìngrán ;Adv;3495
競爭;jìngzhēng ;Vi;3496
糾正;jiūzhèng ;V;3497
酒會;jiŭhuì ;N;3498
就;jiù ;Adv;3499
就是;jiùshì ;Adv;3500
就是說;jiùshìshuō ;Conj;3501
就業;jiùyè ;Vi;3502
救火;jiùhuŏ ;Vi;3503
究竟;jiùjìng ;Adv;3504
居民;jūmín ;N;3505
居然;jūrán ;Adv;3506
局;jú ;M;3507
鞠躬;júgōng ;Vi;3508
巨大;jùdà ;Vs;3509
具;jù ;M;3510
具;jù ;Vst;3511
具備;jùbèi ;Vst;3512
具體;jùtĭ;Vs;3513
俱樂部;jùlèbù ;N;3514
聚集;jùjí ;Vi;3515
距離;jùlí ;Prep;3516
劇場;jùchăng ;N;3517
劇烈;jùliè ;Vs;3518
劇院;jùyuàn ;N;3519
據說;jùshuō ;Conj;3520
捐;juān ;V;3521
捐款;juānkuăn ;N;3522
捐款;juānkuăn ;V-sep;3523
卷;juăn ;M;3524
捲;juăn ;V;3525
決/絕;jué;Adv;3526
決心;juéxīn ;N;3527
決心;juéxīn ;Vp;3528
絕不;juébù ;Adv;3529
絕大部分;juédàbùfèn ;Det;3530
絕對;juéduì ;Vs-attr;3531
覺悟;juéwù ;Vp;3532
軍;jūn ;N;3533
軍事;jūnshì ;N;3534
卡;kă ;M;3535
卡;kă ;Vi;3536
卡通;kătōng ;N;3537
開;kāi ;Vp;3538
開除;kāichú ;V;3539
開刀;kāidāo ;V-sep;3540
開發;kāifā ;V;3541
開戶;kāihù ;V-sep;3542
開課;kāikè ;V-sep;3543
開明;kāimíng ;Vs;3544
開設;kāishè ;V;3545
開拓;kāituò ;V;3546
開演;kāiyăn ;Vp;3547
看家;kānjiā ;Vi;3548
砍;kăn ;V;3549
看;kàn ;Vst;3550
看得起;kàndeqĭ;Vst;3551
看看(ㄎㄢ˙);kànkan;;3552
看來;kànlái ;Adv;3553
看樣子;kànyàngzi ;Adv;3554
抗議;kàngyì ;V;3555
考察;kăochá ;V;3556
考卷;kăojuàn ;N;3557
考慮;kăolǜ;V;3558
考取;kăoqŭ ;Vpt;3559
靠;kào;Prep;3560
靠近;kàojìn ;V;3561
科;kē;M;3562
科目;kēmù ;N;3563
顆;kē ;M;3564
可是;kěshì ;Adv;3565
可喜;kěxĭ;Vs;3566
可笑;kěxiào ;Vs;3567
客房;kèfáng ;N;3568
客觀;kèguān ;Vs;3569
客戶;kèhù ;N;3570
課外;kèwài ;Vs-attr;3571
空;kōng ;Adv;3572
空前;kōngqián ;Vs-attr;3573
空中;kōngzhōng ;N;3574
恐怖;kŏngbù;Vs;3575
空/空兒;kòng/kòngr;N;3576
控制;kòngzhì  ;V;3577
口;kŏu;M;3578
口才;kŏucái;N;3579
口號;kŏuhào;N;3580
口紅;kŏuhóng;N;3581
口氣;kŏuqì  ;N;3582
口試;kŏushì  ;N;3583
口試;kŏushì  ;Vi;3584
口水;kŏushuĭ ;N;3585
口音;kŏuyīn  ;N;3586
口語;kŏuyŭ  ;N;3587
扣;kòu ;V;3588
誇獎;kuājiăng ;V;3589
跨;kuà;V;3590
會計;kuàijì ;N;3591
寬度;kuāndù ;N;3592
喇叭(ㄅㄚ˙);lăba ;N;3593
蠟燭;làzhú  ;N;3594
辣椒;làjiāo ;N;3595
來;lái ;N;3596
來回;láihuí  ;V;3597
來臨;láilín  ;Vp;3598
來往;láiwăng  ;Vi;3599
來信;láixìn  ;N;3600
來源;láiyuán  ;N;3601
來自;láizì  ;Vpt;3602
籃子;lánzi ;N;3603
懶;lăn ;Vs;3604
懶得;lănde ;Vaux;3605
爛;làn ;Vs;3606
濫用;lànyòng ;V;3607
狼;láng ;N;3608
浪;làng ;N;3609
浪費;làngfèi ;Vs;3610
撈;lāo ;V;3611
牢;láo ;Vs;3612
牢騷;láosāo ;N;3613
勞動;láodòng ;V;3614
勞工;láogōng ;N;3615
勞力;láolì ;N;3616
嘮叨(ㄉㄠ˙);láodao ;Vi;3617
老;lăo ;Adv;3618
老百姓;lăobăixìng ;N;3619
老闆娘/老板娘;lăobănniáng;N;3620
老大;lăodà ;N;3621
老家;lăojiā ;N;3622
老實說;lăoshíshuō ;;3623
老太太;lăotàitai ;N;3624
樂意;lèyì ;Vs;3625
類似;lèisì ;Vs;3626
冷靜;lěngjìng ;Vs;3627
冷飲;lěngyĭn ;N;3628
梨(子);lí(zi);N;3629
理;lĭ;V;3630
理;lĭ;Vst;3631
理由;lĭyóu;N;3632
裡頭/裏頭;lĭtou;N;3633
禮;lĭ;N;3634
禮品;lĭpĭn;N;3635
力氣;lìqì ;N;3636
立;lì ;V;3637
立場;lìchăng ;N;3638
立即;lìjí ;Adv;3639
利;lì ;Vs;3640
利潤;lìrùn ;N;3641
利息;lìxí ;N;3642
例外;lìwài ;Vs;3643
粒;lì ;M;3644
聯合;liánhé ;V;3645
聯合國;liánhéguó ;N;3646
連;lián ;Adv;3647
連接;liánjiē ;Vst;3648
連忙;liánmáng ;Adv;3649
連續;liánxù ;Vs-attr;3650
臉色;liănsè ;N;3651
量;liáng ;V;3652
糧食;liángshí ;N;3653
倆;liăng ;N;3654
亮;liàng ;V;3655
諒解;liàngjiě ;Vst;3656
了;liăo ;Vst;3657
列;liè ;M;3658
裂;liè ;Vp;3659
淋;lín ;V;3660
臨;lín ;Vst;3661
臨時;línshí ;N;3662
凌晨;língchén ;N;3663
靈活;línghuó ;Vs;3664
零件;língjiàn ;N;3665
零售;língshòu ;V;3666
零下;língxià ;Vs-attr;3667
領帶;lĭngdài;N;3668
領導;lĭngdăo ;N;3669
領土;lĭngtŭ ;N;3670
領先;lĭngxiān ;Vpt;3671
領袖;lĭngxiù ;N;3672
另;lìng ;Det;3673
另外;lìngwài ;Conj;3674
另外;lìngwài ;Det;3675
溜;liū ;Vi;3676
流動;liúdòng ;Vi;3677
流利;liúlì ;Vs;3678
留念;liúniàn ;Vs;3679
嘍;lóu ;Ptc;3680
摟;lǒu ;V;3681
露;lù ;V;3682
路燈;lùdēng  ;N;3683
路線;lùxiàn  ;N;3684
陸軍;lùjūn  ;N;3685
陸續;lùxù  ;Adv;3686
錄用;lùyòng  ;V;3687
輪船;lúnchuán ;N;3688
輪流;lúnliú ;Adv;3689
輪子;lúnzi ;N;3690
論;lùn ;V;3691
論文;lùnwén ;N;3692
落;luò ;Vi;3693
落後;luòhòu  ;Vpt;3694
落實;luòshí  ;V;3695
落伍;luòwŭ  ;Vs;3696
旅行社;lǚxíngshè ;N;3697
綠豆;lǜdòu ;N;3698
略;lüè ;Vs;3699
麻;má ;Vs;3700
麻雀;máquè ;N;3701
馬虎(ㄏㄨ˙);măhu;Vs;3702
埋;mái ;V;3703
買單;măidān ;V-sep;3704
買賣;măimài ;V;3705
饅頭;mántou ;N;3706
滿/蠻;măn/mán;Adv;3707
漫畫;mànhuà ;N;3708
忙碌;mánglù ;Vs;3709
盲目;mángmù ;Vs;3710
矛盾;máodùn ;Vs;3711
毛巾;máojīn ;N;3712
冒;mào ;V;3713
煤;méi ;N;3714
梅花;méihuā ;N;3715
美觀;měiguān ;Vs;3716
美妙;měimiào ;Vs;3717
魅力;mèilì ;N;3718
門;mén;M;3719
門票;ménpiào ;N;3720
門診;ménzhěn ;Vi;3721
猛;měng ;Vs;3722
夢到;mèngdào ;Vpt;3723
夢想;mèngxiăng ;N;3724
夢想;mèngxiăng ;V;3725
迷;mí ;Vst;3726
迷糊;míhú ;Vs;3727
迷失;míshī ;Vp;3728
迷信;míxìn ;N;3729
迷信;míxìn ;Vs;3730
密;mì ;Vs;3731
蜜蜂;mìfēng ;N;3732
秘書/祕書;mìshū ;N;3733
棉;mián ;N;3734
棉被;miánbèi ;N;3735
棉花;miánhuā ;N;3736
免得;miănde ;Vaux;3737
勉強;miǎnqiǎng;Vs;3738
面;miàn;M;3739
面對;miànduì ;V;3740
面臨;miànlín ;Vst;3741
面貌;miànmào ;N;3742
面子;miànzi ;N;3743
麵粉;miànfěn ;N;3744
妙;miào ;Vs;3745
滅亡;mièwáng ;Vp;3746
民間;mínjiān ;N;3747
民謠;mínyáo ;N;3748
民眾;mínzhòng ;N;3749
民主;mínzhŭ ;N;3750
民主;mínzhŭ ;Vs;3751
名;míng ;M;3752
名;míng ;Vst;3753
名稱;míngchēng ;N;3754
名單;míngdān ;N;3755
名牌;míngpái ;N;3756
名片;míngpiàn ;N;3757
明白;míngbái ;Vs;3758
明亮;míngliàng ;Vs;3759
明明;míngmíng ;Adv;3760
明確;míngquè ;Vs;3761
命;mìng ;V;3762
命令;mìnglìng ;N;3763
命令;mìnglìng ;V;3764
命運;mìngyùn ;N;3765
磨;mó ;V;3766
模仿;mófăng ;V;3767
模糊;móhú ;Vs;3768
模型;móxíng ;N;3769
模樣;móyàng ;N;3770
抹;mŏ;V;3771
目標;mùbiāo ;N;3772
目的地;mùdìdì ;N;3773
目錄;mùlù ;N;3774
哪怕;năpà ;Conj;3775
奶粉;năifěn ;N;3776
耐心;nàixīn ;Adv;3777
耐用;nàiyòng ;Vs;3778
難道;nándào ;Adv;3779
難得;nándé ;Vs;3780
難受;nánshòu ;Vs;3781
難以;nányǐ ;Adv;3782
男性;nánxìng;N;3783
腦袋;năodài ;N;3784
腦筋;năojīn ;N;3785
鬧;nào ;V;3786
鬧區;nàoqū ;N;3787
內部;nèibù ;N;3788
內地;nèidì;N;3789
內行;nèiháng ;Vs;3790
內科;nèikē ;N;3791
能幹;nénggàn ;Vs;3792
能源;néngyuán ;N;3793
泥;ní ;N;3794
泥土;nítŭ ;N;3795
粘;nián ;V;3796
黏;nián ;V;3797
黏;nián ;Vs;3798
尿;niào ;N;3799
尿;niào ;Vi;3800
捏;niē ;V;3801
寧可;níngkě ;Vaux;3802
寧願;níngyuàn ;Vaux;3803
鈕扣;niŭkòu ;N;3804
農場;nóngchăng ;N;3805
農產品;nóngchănpĭn  ;N;3806
農村;nóngcūn  ;N;3807
農民/農夫;nóngmín/nóngfū ;N;3808
農藥;nóngyào  ;N;3809
濃;nóng ;Vs;3810
濃厚;nónghòu  ;Vs;3811
暖;nuăn;Vs;3812
暖和;nuănhuo ;Vs;3813
暖氣;nuănqì  ;N;3814
女性;nǚxìng ;N;3815
偶然;ǒurán ;Vs;3817
排;pái ;M;3818
排;pái ;V;3819
排斥;páichì  ;V;3820
排列;páiliè ;V;3821
排球;páiqiú  ;N;3822
派;pài ;V;3823
攀;pān ;V;3824
盤;pán;M;3825
判斷;pànduàn ;V;3826
泡;pào ;V;3827
炮;pào ;N;3828
砲;pào ;N;3829
賠;péi ;V;3830
賠償;péicháng ;V;3831
陪同;péitóng  ;V;3832
佩服;pèifú ;Vst;3833
噴;pēn ;V;3834
盆;pén ;M;3835
膨脹;péngzhàng ;Vp;3836
捧;pěng ;V;3837
碰見;pèngjiàn ;Vpt;3838
匹;pī ;M;3839
批;pī ;M;3840
批;pī ;V;3841
批判;pīpàn ;V;3842
皮;pí ;Vs;3843
披;pī ;V;3844
疲倦;píjuàn ;Vs;3845
疲勞;píláo ;Vs;3846
脾氣;píqì ;N;3847
屁股(ㄍㄨ˙);pìgu ;N;3848
篇;piān ;M;3849
偏/偏偏;piān/piānpiān;Adv;3850
偏食;piānshí ;Vs;3851
偏向;piānxiàng ;Vst;3852
騙;piàn ;V;3853
片面;piànmiàn ;Vs-attr;3854
片子;piànzi ;N;3855
飄;piāo ;Vi;3856
拼命;pīnmìng ;Vs;3857
貧窮;pínqióng ;Vs;3858
品德;pĭndé ;N;3859
聘請;pìnqĭng ;V;3860
憑;píng ;Prep;3861
平常;píngcháng ;Vs;3862
平衡;pínghéng ;Vst;3863
平靜;píngjìng ;Vs;3864
平均;píngjūn ;Vs;3865
婆婆;pópó ;N;3866
頗;pŏ;Adv;3867
破爛;pòlàn ;Vs;3868
破裂;pòliè ;Vp;3869
迫切;pòqiè ;Vs;3870
撲;pū ;V;3871
撲滅;pūmiè ;V;3872
鋪;pū ;V;3873
普及;pŭjí ;Vs;3874
普通;pŭtōng ;Vs;3875
普通話;pŭtōnghuà ;N;3876
瀑布;pùbù ;N;3877
欺騙;qīpiàn ;V;3878
妻子;qīzĭ ;N;3879
期;qí;M;3880
期;qí;N;3881
期限;qíxiàn ;N;3882
其;qí ;N;3883
其餘;qíyú ;Det;3884
棋;qí ;N;3885
齊;qí ;Vs;3886
齊全;qíquán ;Vs;3887
旗袍;qípáo ;N;3888
旗子;qízi ;N;3889
歧視;qíshì ;Vst;3890
起;qĭ;M;3891
起;qĭ;V;3892
起初;qĭchū ;Adv;3893
起火;qĭhuŏ;Vp;3894
企圖;qìtú ;N;3895
企圖;qìtú ;Vaux;3896
汽油;qìyóu ;N;3897
器材;qìcái ;N;3898
器官;qìguān ;N;3899
氣氛;qìfēn ;N;3900
氣憤;qìfèn ;Vs;3901
氣候;qìhòu ;N;3902
氣味;qìwèi ;N;3903
氣息;qìxí ;N;3904
氣象;qìxiàng ;N;3905
千萬;qiānwàn ;Adv;3906
牽;qiān ;V;3907
遷;qiān ;V;3908
簽;qiān ;V;3909
簽訂;qiāndìng ;V;3910
簽約;qiānyuē ;V-sep;3911
簽字;qiānzì ;V-sep;3912
前方;qiánfāng ;N;3913
前進;qiánjìn ;V;3914
前頭;qiántou ;N;3915
前途;qiántú ;N;3916
前往;qiánwăng ;V;3917
前院;qiányuàn ;N;3918
欠;qiàn ;V;3919
歉意;qiànyì ;N;3920
槍;qiāng ;N;3921
強;qiáng ;Vs;3922
強大;qiángdà ;Vs;3923
強度;qiángdù ;N;3924
強烈;qiángliè ;Vs;3925
強迫;qiángpò ;V;3926
強人;qiángrén ;N;3927
牆壁;qiángbì ;N;3928
搶救;qiăngjiù ;V;3929
敲;qiāo ;V;3930
瞧;qiáo ;V;3931
巧;qiăo;Vs;3932
巧妙;qiăomiào ;Vs;3933
悄悄;qiăoqiăo;Adv;3934
切;qiē ;V;3935
且;qiě ;Conj;3936
親愛;qīnài ;Vs-attr;3937
親口;qīnkŏu ;Adv;3938
親戚;qīnqī  ;N;3939
親人;qīnrén ;N;3940
侵害;qīnhài ;V;3941
侵入;qīnrù ;V;3942
勤勞;qínláo ;Vs;3943
寢室;qǐnshì ;N;3944
青;qīng ;Vs;3945
清;qīng ;V;3946
清晨;qīngchén ;N;3947
清除;qīngchú ;V;3948
清楚;qīngchŭ ;Vs;3949
清淡;qīngdàn ;Vs;3950
清晰;qīngxī  ;Vs;3951
清醒;qīngxĭng  ;Vs;3952
輕傷;qīngshāng  ;N;3953
輕視;qīngshì ;Vst;3954
傾向;qīngxiàng ;Vst;3955
情書;qíngshū  ;N;3956
情緒;qíngxù ;N;3957
秋季;qiūjì ;N;3958
求婚;qiúhūn ;V-sep;3959
球隊;qiúduì ;N;3960
球鞋;qiúxié ;N;3961
曲折;qūzhé ;Vs;3962
區別;qūbié ;N;3963
區別;qūbié ;V;3964
區域;qūyù ;N;3965
取;qŭ ;V;3966
取得;qŭdé ;Vpt;3967
取笑;qŭxiào ;V;3968
取消;qŭxiāo ;V;3969
娶;qŭ ;V;3970
去;qù ;V;3971
圈;quān ;M;3972
全家;quánjiā ;N;3973
全面;quánmiàn ;Adv;3974
全面;quánmiàn ;Vs-attr;3975
全體;quántĭ;N;3976
拳頭;quántou;N;3977
權利;quánlì ;N;3978
勸;quàn ;V;3979
缺;quē ;Vst;3980
缺乏;quēfá ;Vst;3981
缺少;quēshăo ;Vst;3982
缺席;quēxí ;Vs;3983
確實;quèshí ;Vs;3984
群;qún ;M;3985
群眾;qúnzhòng ;N;3986
然而;ránér ;Conj;3987
燃料;ránliào ;N;3988
燃燒;ránshāo ;V;3989
染;răn ;V;3990
讓;ràng ;V;3991
讓步;ràngbù ;Vi;3992
繞;rào ;V;3993
惹;rě ;V;3994
惹;rě ;Vst;3995
熱愛;rèài ;Vst;3996
熱烈;rèliè ;Vs;3997
熱門;rèmén ;Vs;3998
熱情;rèqíng ;N;3999
熱情;rèqíng ;Vs;4000
熱心;rèxīn ;Vs;4001
人才;réncái ;N;4002
人格;réngé ;N;4003
人工;réngōng ;N;4004
人力;rénlì ;N;4005
人情味/人情味兒;rénqíngwèi/rénqíngwèir;N;4006
人權;rénquán ;N;4007
人生;rénshēng ;N;4008
人事;rénshì ;N;4009
人體;réntǐ ;N;4010
人心;rénxīn ;N;4011
人行道;rénxíngdào ;N;4012
人員;rényuán ;N;4013
忍不住;rěnbúzhù ;Vs;4014
忍受;rěnshòu ;Vst;4015
忍心;rěnxīn ;Vs;4016
任;rèn ;Vst;4017
任性;rènxìng ;Vs;4019
日常;rìcháng ;Vs-attr;4020
日後;rìhòu ;N;4021
日用品;rìyòngpĭn ;N;4022
容;róng ;Vst;4023
融化;rónghuà ;Vp;4024
榮幸;róngxìng ;Vs;4025
如;rú ;Vst;4027
如果說;rúguŏshuō;Conj;4028
如何;rúhé ;Adv;4029
如何;rúhé ;Vs;4030
如今;rújīn ;N;4031
如同;rútóng ;Vst;4032
入;rù ;V;4033
入境;rùjìng;V;4034
入口;rùkŏu;N;4035
入學;rùxué ;Vp;4036
軟;ruăn ;Vs;4037
塞;sāi;V;4038
賽跑;sàipăo ;Vi;4039
三角形;sānjiăoxíng ;N;4040
散;sàn;V;4041
散;sàn;Vp;4042
喪失;sàngshī ;Vpt;4043
艘;sāo ;M;4044
掃;săo ;V;4045
色彩;sècăi ;N;4046
色情;sèqíng ;N;4047
沙;shā ;N;4048
沙漠;shāmò  ;N;4049
沙灘;shātān  ;N;4050
沙子;shāzi  ;N;4051
殺價;shājià ;V-sep;4052
傻;shă ;Vs;4053
曬太陽;shàitàiyáng ;Vi;4054
山地;shāndì ;N;4055
閃;shăn ;Vi;4056
閃;shăn ;Vp;4057
善於;shànyú ;Vst;4058
扇子;shànzi ;N;4059
傷;shāng ;N;4060
傷;shāng ;Vs;4061
傷腦筋;shāngnăojīn ;Vs;4062
商標;shāngbiāo ;N;4063
商場;shāngchăng ;N;4064
商量;shāngliáng ;V;4065
上;shàng ;V;4066
上級;shàngjí ;N;4068
上升;shàngshēng ;Vi;4069
上市;shàngshì ;Vp;4070
上述;shàngshù ;N;4071
上台/上臺;shàngtái ;V-sep;4072
上頭;shàngtou ;N;4073
上下;shàngxià ;N;4074
上游;shàngyóu ;N;4075
稍;shāo ;Adv;4076
稍微;shāowéi ;Adv;4077
少數;shăoshù ;Det;4078
少年;shàonián ;N;4079
少女;shàonǚ ;N;4080
舌頭;shétou ;N;4081
捨不得;shěbùdé ;Vst;4082
捨得;shědé ;Vst;4083
射;shè ;V;4084
社會;shèhuì ;N;4085
社交;shèjiāo ;N;4086
社團;shètuán ;N;4087
設立;shèlì ;V;4088
設置;shèzhì ;V;4089
攝影;shèyĭng ;Vi;4090
申請;shēnqĭng ;V;4091
伸;shēn ;V;4092
伸手;shēnshŏu;Vi;4093
身材;shēncái ;N;4094
身分/身份;shēnfèn ;N;4095
身分證/身份證;shēnfènzhèng ;N;4096
深刻;shēnkè ;Vs;4097
深淺;shēnqiăn ;N;4098
深夜;shēnyè ;N;4099
神;shén ;N;4100
神話;shénhuà ;N;4101
神經;shénjīng ;N;4102
神秘;shénmì ;Vs;4103
神奇;shénqí ;Vs;4104
神氣;shénqì ;Vs;4105
神聖;shénshèng ;Vs;4106
神仙;shénxiān ;N;4107
審查;shěnchá ;V;4108
慎重;shènzhòng ;Vs;4109
升;shēng ;Vp;4110
升高;shēnggāo ;Vp;4111
升級;shēngjí ;Vp;4112
升學;shēngxué ;Vi;4113
生;shēng ;Vs-attr;4114
生存;shēngcún ;Vs;4115
生肖;shēngxiào ;N;4116
生長;shēngzhăng ;Vs;4117
聲;shēng;M;4118
繩(子);shéng(zi);N;4119
省;shěng ;Vs;4120
省得;shěngde ;Vaux;4121
勝;shèng ;Vp;4122
勝利;shènglì ;Vp;4123
失敗;shībài ;Vs;4124
失掉;shīdiào ;Vpt;4125
失眠;shīmián ;Vp;4126
失望;shīwàng ;Vs;4127
失業;shīyè ;Vp;4128
溼;shī ;Vs;4129
詩;shī ;N;4130
詩人;shīrén ;N;4131
師父(ㄈㄨ˙);shīfu;N;4132
師傅;shīfù ;N;4133
師母;shīmŭ ;N;4134
施工;shīgōng ;Vi;4135
時常;shícháng ;Adv;4136
時機;shíjī ;N;4137
時期;shíqí ;N;4138
時時;shíshí ;Adv;4139
食品;shípǐn ;N;4140
實用;shíyòng ;Vs;4141
實在;shízài ;Adv;4142
實施;shíshī ;V;4143
實現;shíxiàn ;V;4144
實驗;shíyàn ;N;4145
實驗;shíyàn ;Vi;4146
使;shĭ;V;4147
始終;shĭzhōng ;Adv;4148
示威;shìwēi ;Vi;4149
式樣;shìyàng ;N;4150
世;shì ;N;4151
世紀;shìjì ;N;4152
市立;shìlì ;Vs-attr;4153
市民;shìmín ;N;4154
市區;shìqū ;N;4155
視;shì ;Prep;4156
視野;shìyě ;N;4157
適當;shìdàng ;Vs;4158
適合;shìhé ;Vst;4159
適用;shìyòng ;Vst;4160
是非;shìfēi ;N;4161
是否;shìfŏu ;Adv;4162
事件;shìjiàn ;N;4163
事實上;shìshíshàng ;Adv;4164
事物;shìwù ;N;4165
事先;shìxiān ;Adv;4166
勢力;shìlì ;N;4167
試驗;shìyàn ;V;4168
收據;shōujù ;N;4169
收看;shōukàn ;V;4170
收入;shōurù ;N;4171
收拾;shōushí ;V;4172
手電筒;shŏudiàntŏng  ;N;4173
手段;shŏuduàn  ;N;4174
手工;shŏugōng  ;N;4175
手術;shŏushù  ;N;4176
首;shŏu ;Det;4177
首都;shŏudū  ;N;4178
首先;shŏuxiān  ;Adv;4179
受;shòu ;Prep;4180
受;shòu ;Vst;4181
受不了;shòubùliăo  ;Vst;4182
受到;shòudào  ;Vpt;4183
售;shòu ;V;4184
壽命;shòumìng  ;N;4185
疏忽;shūhū ;Vp;4186
書房;shūfáng ;N;4187
書籍;shūjí ;N;4188
輸出;shūchū;V;4189
輸入;shūrù ;V;4190
熟;shú ;Vs;4191
熟練;shúliàn ;Vs;4192
熟人;shúrén ;N;4193
屬;shŭ ;Vst;4194
屬於;shŭyú ;Vst;4195
暑期;shŭqí ;N;4196
束;shù ;M;4197
數;shù ;N;4198
數量;shùliàng ;N;4199
數目;shùmù ;N;4200
樹林;shùlín ;N;4201
刷;shuā ;V;4202
刷(子);shuā(zi);N;4203
刷卡;shuākă ;V-sep;4204
耍;shuă ;V;4205
摔;shuāi ;V;4206
衰退;shuāituì ;Vp;4207
甩;shuăi ;V;4208
率領;shuàilĭng ;V;4209
雙;shuāng ;M;4210
雙胞胎;shuāngbāotāi ;N;4211
雙方;shuāngfāng ;N;4212
水分/水份;shuĭfèn ;N;4213
水災;shuǐzāi ;N;4214
稅;shuì ;N;4215
說服;shuìfú ;V;4216
順;shùn ;Prep;4217
順;shùn ;Vs;4218
順手;shùnshŏu ;Vs;4219
順序;shùnxù ;N;4220
說不定;shuōbúdìng ;Adv;4221
碩士;shuòshì ;N;4222
絲;sī ;N;4223
撕;sī ;V;4224
私立;sīlì ;Vs-attr;4225
私人;sīrén ;N;4226
思索;sīsuŏ ;V;4227
死;sĭ;Adv;4228
死亡;sĭwáng ;Vp;4229
四處;sìchù ;Adv;4230
四處;sìchù ;N;4231
四方;sìfāng ;N;4232
四季;sìjì ;N;4233
四周/四週;sìzhōu ;N;4234
飼養;sìyăng ;V;4235
鬆;sōng ;Vs;4236
送行;sòngxíng ;Vi;4237
俗;sú ;Vs;4238
俗話;súhuà  ;N;4239
俗話說;súhuàshuō ;;4240
算;suàn ;V;4241
算起來;suànqĭlái  ;Adv;4242
